STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,siec,Standard international energy product classification (SIEC),nrg_cons,Energy consumption,unit,Unit of measure,tax,Taxes,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2019-S2,,0.1376,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2020-S1,,0.1475,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2020-S2,,0.1510,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2021-S1,,0.1548,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2021-S2,,0.1574,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2022-S1,,0.1464,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2022-S2,,0.1604,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2023-S1,,0.1769,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PL,Poland,2023-S2,,0.2162,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2010-S1,,0.1584,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2010-S2,,0.1666,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2011-S1,,0.1654,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2011-S2,,0.1881,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2012-S1,,0.1993,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2012-S2,,0.2063,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2013-S1,,0.2081,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2013-S2,,0.2131,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2014-S1,,0.2175,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2014-S2,,0.2231,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2015-S1,,0.2279,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2015-S2,,0.2285,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2016-S1,,0.235,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2016-S2,,0.2298,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2017-S1,,0.2284,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2017-S2,,0.223,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2018-S1,,0.2246,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2018-S2,,0.2293,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2019-S1,,0.2150,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2019-S2,,0.2181,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2020-S1,,0.2120,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2020-S2,,0.2133,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2021-S1,,0.2089,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2021-S2,,0.2170,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2022-S1,,0.2199,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2022-S2,,0.2222,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2023-S1,,0.2071,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,PT,Portugal,2023-S2,,0.2299,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2010-S1,,0.1031,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2010-S2,,0.1052,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2011-S1,,0.1082,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2011-S2,,0.1085,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2012-S1,,0.105,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2012-S2,,0.1075,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2013-S1,,0.1323,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2013-S2,,0.1279,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2014-S1,,0.129,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2014-S2,,0.1248,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2015-S1,,0.1303,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2015-S2,,0.1319,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2016-S1,,0.126,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2016-S2,,0.1233,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2017-S1,,0.1198,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2017-S2,,0.1289,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2018-S1,,0.1333,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2018-S2,,0.1317,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2019-S1,,0.1358,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2019-S2,,0.1421,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2020-S1,,0.1459,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2020-S2,,0.1449,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2021-S1,,0.1536,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2021-S2,,0.1602,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2022-S1,,0.2362,,d,definition differs (see metadata),,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2022-S2,,0.3411,,d,definition differs (see metadata),,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2023-S1,,0.1892,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,RO,Romania,2023-S2,,0.1910,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2010-S1,,0.1839,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2010-S2,,0.1958,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2011-S1,,0.2092,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2011-S2,,0.2044,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2012-S1,,0.2027,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2012-S2,,0.2083,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2013-S1,,0.2101,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2013-S2,,0.2046,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2014-S1,,0.1967,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2014-S2,,0.1867,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2015-S1,,0.1872,,e,estimated,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2015-S2,,0.1874,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2016-S1,,0.1915,,e,estimated,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",E7000,Electricity,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,I_TAX,All taxes and levies included,EUR,Euro,SE,Sweden,2016-S2,,0.1962,,,,,
